1.000	0.268
2.000	0.356
3.000	0.387
4.000	0.624
5.000	0.634
6.000	0.859
7.000	0.866
8.000	1.066
9.000	1.068
10.000	1.086
11.000	1.174
12.000	1.253
13.000	1.322
14.000	1.496
15.000	1.635
16.000	1.724
17.000	1.733
18.000	1.833
19.000	1.965
20.000	2.056
21.000	2.127
22.000	2.187
23.000	2.215
24.000	2.327
25.000	2.350
26.000	2.417
27.000	2.587
28.000	2.609
29.000	2.696
30.000	2.713
31.000	2.729
32.000	2.930
33.000	3.086
34.000	3.174
35.000	3.247
36.000	3.480
37.000	3.581
38.000	3.616
39.000	3.643
40.000	3.694
41.000	3.733
42.000	3.954
43.000	3.967
44.000	4.100
45.000	4.187
46.000	4.308
47.000	4.381
48.000	4.597
49.000	4.764
50.000	4.985
51.000	4.991
52.000	5.025
53.000	5.104
54.000	5.236
55.000	5.265
56.000	5.335
57.000	5.444
58.000	5.486
59.000	5.505
60.000	5.752
61.000	5.826
62.000	5.838
63.000	6.012
64.000	6.083
65.000	6.083
66.000	6.129
67.000	6.179
68.000	6.179
69.000	6.225
70.000	6.261
71.000	6.264
72.000	6.264
73.000	6.336
74.000	6.336
75.000	6.337
76.000	6.393
77.000	6.393
78.000	6.435
79.000	6.435
80.000	6.447
81.000	6.736
82.000	6.956
83.000	7.023
84.000	7.051
85.000	7.113
86.000	7.175
