1.000	0.271
2.000	0.358
3.000	0.388
4.000	0.628
5.000	0.640
6.000	0.869
7.000	0.872
8.000	1.066
9.000	1.079
10.000	1.093
11.000	1.197
12.000	1.268
13.000	1.330
14.000	1.522
15.000	1.652
16.000	1.742
17.000	1.755
18.000	1.858
19.000	2.008
20.000	2.071
21.000	2.169
22.000	2.198
23.000	2.227
24.000	2.379
25.000	2.391
26.000	2.477
27.000	2.638
28.000	2.647
29.000	2.703
30.000	2.753
31.000	2.769
32.000	3.003
33.000	3.144
34.000	3.232
35.000	3.334
36.000	3.551
37.000	3.586
38.000	3.631
39.000	3.716
40.000	3.765
41.000	3.834
42.000	3.997
43.000	4.058
44.000	4.124
45.000	4.287
46.000	4.419
47.000	4.440
48.000	4.599
49.000	4.793
50.000	5.060
51.000	5.062
52.000	5.114
53.000	5.233
54.000	5.342
55.000	5.377
56.000	5.404
57.000	5.488
58.000	5.495
59.000	5.604
60.000	5.753
61.000	5.878
62.000	5.955
63.000	6.058
64.000	6.083
65.000	6.083
66.000	6.179
67.000	6.179
68.000	6.226
69.000	6.264
70.000	6.264
71.000	6.336
72.000	6.336
73.000	6.349
74.000	6.368
75.000	6.393
76.000	6.393
77.000	6.411
78.000	6.435
79.000	6.435
80.000	6.477
81.000	6.838
82.000	7.011
83.000	7.113
84.000	7.192
85.000	7.261
86.000	7.393
